1.0,0.75,0.5,0.4,0.3,0.2
41,41,41,41,41,41
49,49,49,49,49,49
51,51,51,51,51,51
45,45,45,45,45,45
48,48,48,48,48,48
52,52,52,52,52,52
51,51,51,51,51,51
58,58,58,58,58,58
57,57,57,57,57,57
47,47,47,47,47,47
53,53,53,53,53,53
50,50,50,50,50,50
42,42,42,42,42,42
45,45,45,45,45,45
53,53,53,53,53,53
45,45,45,45,45,45
45,45,45,45,45,45
42,42,42,42,42,42
51,51,51,51,51,51
53,53,53,53,53,53
46,46,46,46,46,46
61,61,61,61,61,61
61,61,61,61,61,61
58,58,58,58,58,58
53,53,53,53,53,53
51,51,51,51,51,51
48,48,48,48,48,48
56,56,56,56,56,56
51,51,51,51,51,51
47,47,47,47,47,47
61,61,61,61,61,61
52,52,52,52,52,52
40,40,40,40,40,40
46,46,46,46,46,46
58,58,58,58,58,58
49,49,49,49,49,49
49,49,49,49,49,49
49,49,49,49,49,49
62,62,62,62,62,62
56,56,56,56,56,56
43,43,43,43,43,43
44,44,44,44,44,44
48,48,48,48,48,48
45,45,45,45,45,45
59,59,59,59,59,59
54,54,54,54,54,54
49,49,49,49,49,49
60,60,60,60,60,60
64,64,64,64,64,64
52,52,52,52,52,52
52,52,52,52,52,52
65,65,65,65,65,65
59,59,59,59,59,59
44,44,44,44,44,44
50,50,50,50,50,50
45,45,45,45,45,45
59,59,59,59,59,59
52,52,52,52,52,52
50,50,50,50,50,50
54,54,54,54,54,54
44,44,44,44,44,44
41,41,41,41,41,41
48,48,48,48,48,48
42,42,42,42,42,42
55,55,55,55,55,55
39,39,39,39,39,39
40,40,40,40,40,40
43,43,43,43,43,43
48,48,48,48,48,48
57,57,57,57,57,57
48,48,48,48,48,48
57,57,57,57,57,57
64,64,64,64,64,64
67,67,67,67,67,67
42,42,42,42,42,42
50,50,50,50,50,50
60,60,60,60,60,60
35,35,35,35,35,35
49,49,49,49,49,49
51,51,51,51,51,51
34,34,34,34,34,34
57,57,57,57,57,57
50,50,50,50,50,50
45,45,45,45,45,45
53,53,53,53,53,53
47,47,47,47,47,47
58,58,58,58,58,58
56,56,56,56,56,56
46,46,46,46,46,46
52,52,52,52,52,52
53,53,53,53,53,53
